제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜사유
비엠더블유코리아(주),X6 40i xDrive,2012-05-11,2012-05-11,2023-06-09,운전석 및 조수석 에어백 인플레이터의 제작결함
비엠더블유코리아(주),X5 xDrive40d,2010-07-21,2010-07-21,2023-06-09,운전석 및 조수석 에어백 인플레이터의 제작결함
비엠더블유코리아(주),X5 xDrive35i,2010-11-06,2012-02-15,2023-06-09,운전석 및 조수석 에어백 인플레이터의 제작결함
비엠더블유코리아(주),X5 xDrive30d,2010-05-01,2010-05-01,2023-06-09,운전석 및 조수석 에어백 인플레이터의 제작결함
비엠더블유코리아(주),X5 4.8i,2008-11-05,2008-11-05,2023-06-09,운전석 및 조수석 에어백 인플레이터의 제작결함
비엠더블유코리아(주),X5 3.0si,2007-08-03,2007-08-03,2023-06-09,운전석 및 조수석 에어백 인플레이터의 제작결함
비엠더블유코리아(주),X5 3.0d,2007-09-07,2007-09-07,2023-06-09,운전석 및 조수석 에어백 인플레이터의 제작결함
메르세데스벤츠코리아(주),G 400 d,2019-09-17,2022-02-28,2023-04-07,개발 공정 오류로 인하여 전방 액슬 와이어링 하니스가 보조 오일 쿨러에 닿을 수 있어 시간이 지남에 따라 마찰에 의해 손상될 수 있습니다. 
메르세데스벤츠코리아(주),Mercedes-AMG G 63,2018-07-09,2022-04-06,2023-04-07,개발 공정 오류로 인하여 전방 액슬 와이어링 하니스가 보조 오일 쿨러에 닿을 수 있어 시간이 지남에 따라 마찰에 의해 손상될 수 있습니다. 
메르세데스벤츠코리아(주),G 500,2018-06-02,2019-04-26,2023-04-07,개발 공정 오류로 인하여 전방 액슬 와이어링 하니스가 보조 오일 쿨러에 닿을 수 있어 시간이 지남에 따라 마찰에 의해 손상될 수 있습니다. 
메르세데스벤츠코리아(주),MAYBACH S 560 4MATIC,2017-04-19,2018-09-18,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
메르세데스벤츠코리아(주),MAYBACH S 500 4MATIC,2015-01-30,2016-03-10,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
메르세데스벤츠코리아(주),MAYBACH S 560,2017-07-20,2018-07-23,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
메르세데스벤츠코리아(주),MAYBACH S 500,2015-05-28,2016-03-16,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
메르세데스벤츠코리아(주),MAYBACH S 650 Pullman,2018-07-19,2018-09-14,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
메르세데스벤츠코리아(주),MAYBACH S 650,2017-08-02,2018-07-18,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
메르세데스벤츠코리아(주),MAYBACH S 600,2014-08-07,2014-08-07,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
메르세데스벤츠코리아(주),MAYBACH S 400 4MATIC,2014-11-20,2014-11-20,2023-07-07,"타이어 공급업체(Goodyear사)의 개발 공정 오류로 인하여 후방 타이어는 UN ECE R30에 따른 고속 유효성 시험 조건을 만족하지 못할 수 있습니다. 고속 유효성 시험 조건에 따르면, 최대 속도 300km/h(속도 범주 기호 “Y”)로 설계된 타이어는 최고 속도 300km/h에서 10분 동안의 시험 시간을 통과해야 합니다. 하지만, 시험 결과 마지막 속도 단계인 300km/h에서 전체 테스트 시간을 견디지 못했습니다. 타이어의 내부 라이닝에 포함된 폴리우레탄 폼 인서트(foam insert)로 인해 열 방출이 감소되었기 때문입니다. 시험 종료 시 타이어의 중심선에서 트레드가 부분적으로 분리되거나 마모된 흔적은 확인되었지만, 타이어의 카커스(carcass)1에는 영향이 없었고, 공기 손실 또한 발생되지 않았습니다. 1카커스(carcass): 타이어의 몸통을 이루는 고무와 실로 이루어진 코드 층."
주식회사 젠트로피,Zentropy Z,2022-06-29,2023-06-15,2023-08-14,"핸들스위치 장치의 설계 미흡으로 인해 수분이 유입되어 물리적으로 떨어져 있던 스위치 접점이 물로 인해 도통 (수분에 의한 저항값 10~20KΩ) 상태가 되면, 조종장치에 의해 작동되는 각 기능이 오작동할 가능성이 있음"
비엠더블유코리아(주),BMW X5 xDrive30d,2013-09-25,2013-09-25,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW X4 xDrive20d,2017-02-11,2017-02-11,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW X3 xDrive20d M Sport Package,2017-12-23,2018-05-14,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW X3 xDrive20d,2016-09-01,2017-02-28,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW X3 sDrive,2015-10-21,2015-10-21,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW 520d xDrive,2016-01-13,2016-01-13,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW 320d xDrive Gran Turismo,2014-01-27,2014-01-27,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW 320d Gran Turismo,2017-04-27,2017-04-27,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
비엠더블유코리아(주),BMW 320d,2014-08-27,2014-08-27,2023-08-04,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성
한국닛산(주),LEAF,2018-07-23,2019-07-23,2023-04-10,사용자 설명서의 작동 지침에 따라 특정 조건에서 성에 제거 성능이 저하 될 수 있습니다.특정 조건 (매우 추운 온도 ((23°F/-5°C 미만)에서 장시간 주차된 경우)에서 내부 저항이 높은 PTC 히터에많은 양의 찬 공기가 흐르면 전류 흐름이 감소하고 저전류 보호 페일세이프 로직이 활성화 되어 PTC 히터성능을 저하 시킬 수 있습니다. 고객이 수동으로 팬 속도를 낮추면 PTC히터가 정상 작동 합니다.
(주)대창모터스,다니고밴,2021-04-02,2022-10-14,2023-05-15,제동장치인 진공펌프 실린더 내의 피스톤 고무 링 마모 및 손상으로 인한 진공압력이 누설 발생됨.  
포르쉐코리아 주식회사,718,2020-06-12,2020-09-28,2023-06-09,계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다.
포르쉐코리아 주식회사,마칸,2014-02-01,2021-09-27,2023-06-09,계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다.
포르쉐코리아 주식회사,카이엔,2019-09-11,2020-08-26,2023-06-09,계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다.
포르쉐코리아 주식회사,파나메라,2018-02-05,2021-03-26,2023-06-09,계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다.
포르쉐코리아 주식회사,마칸,2021-10-12,2023-05-04,2023-06-09,계기판 소프트웨어의 오류로 브레이크 진공펌프의 고장 시 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제13조 제5항에서 정하고 있는 식별부호로 표시가 되지 않습니다.
포드세일즈서비스코리아(유),2013년식 Fusion,2012-07-07,2012-11-26,2023-06-30,"일부 2013년식 Fusion 차량은 앞바퀴 브레이크 호스 내부 보강재의 내구성 부족으로 손상이 발생되어 브레이크액이 누출될 수 있습니다. 이로 인해 브레이크액이 일정 수준 이하로 감소되면 브레이크액 경고등이 점등되고 제동력이 감소하여 충돌 발생 위험이 증가할 수 있으므로 이를 예방하기 위해, 제작결함을 시정하고자 합니다.* 사전 보고 시 “국내에서 2020년 11월 26일 보고드리고, 2020년 12월 4일부터 시행한 리콜번호 2020RIV251건에 추가 대상 차량이 확인되어 공지하게 된 리콜입니다.”라고 보고를 드렸었습니다. 하지만, 23S12 사전 보고의 대상 대수 172대 모두가 2020년 12월 4일부터 시행한 리콜번호 2020RIV251에 포함되어 있는 것으로 확인되었습니다. 대상 대수 172대중 이미 리콜번호 2020RIV251 조치가 완료된 127대 차량과 미조치된 45대 차량에 대하여 각각의 내용으로 작성된 고객 통지문을 발송하고 리콜번호 2020RIV251 조치 여부를 통하여 제작자 관리번호 23S12의 시정율을 관리하도록 하겠습니다."
스텔란티스코리아 주식회사,짚그랜드체로키L,2021-06-17,2021-11-03,2023-07-10,"양쪽 후미등 생산불량으로 후미등이 작동 안될 수 있으며, 이로 인해 주행 중 다른 차량이 해당 차량의 위치와 크기를 인식하지 못할 수 있습니다."
유한회사 모토로싸,Panigale V2,2020-01-29,2023-02-02,2023-07-11,주간 주행등 제어 장치 소프트웨어 오류로 야간 주행임에도 주간 주행등의 조도가 약해지지 않고 전조등(하향등)이 켜지지 않음.
비엠더블유코리아(주),BMW Z4 sDrive20i,2018-11-19,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW Z4 M40i,2019-02-21,2020-10-06,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X7 xDrive40i,2019-03-15,2020-11-21,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X7 xDrive40d,2020-07-13,2020-11-21,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X7 xDrive30d,2018-07-19,2020-07-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X7 M50i,2019-02-02,2020-11-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X7 M50d,2018-12-15,2020-07-10,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X6 xDrive40i,2019-12-17,2020-11-20,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X6 xDrive40d,2020-06-02,2020-10-27,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X6 xDrive30d,2020-08-10,2020-11-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X6 xDrive30d,2019-07-31,2020-07-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X6 M50i,2020-06-02,2020-11-21,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X6 M50d,2019-08-24,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X6 M,2019-12-09,2020-11-20,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 xDrive45e iPerformance,2020-06-02,2020-11-15,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 xDrive40i,2019-02-06,2020-11-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 xDrive40d,2020-06-02,2020-10-26,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 xDrive30d xLine,2018-08-20,2020-07-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X5 xDrive30d,2020-07-13,2020-11-21,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 530i Luxury,2019-06-11,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 530i,2020-06-15,2020-10-27,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 530e iPerformance Luxury,2019-06-13,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 530e,2020-06-19,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 523d xDrive,2020-06-18,2020-10-22,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 523d,2020-06-15,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 520i Luxury,2019-06-12,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 520i,2020-06-15,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 520d xDrive Luxury,2019-06-19,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 520d Luxury,2019-06-27,2020-06-30,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 430i Coupe,2020-07-31,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 420i Coupe,2020-07-31,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 420d Coupe,2020-08-17,2020-10-20,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 330i xDrive,2018-11-05,2020-02-06,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 330i,2018-11-14,2020-02-06,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 330e,2020-03-02,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 320i Touring,2020-02-20,2020-10-27,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 320i,2019-12-02,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 320d xDrive,2018-11-12,2020-10-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 320d Touring,2020-02-28,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 320d,2018-11-05,2020-10-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 220d Gran Coupe M Sport Package(HEA),2019-11-18,2020-07-06,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X3 xDrive30d M Sport Package,2019-07-30,2020-06-25,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW X3 xDrive20i Luxury,2019-07-29,2020-11-23,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 740i,2019-10-30,2020-10-28,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 740d xDrive,2019-03-14,2020-06-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 740d xDrive,2020-07-02,2020-10-20,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 730Ld xDrive,2018-01-30,2020-06-29,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 730Ld xDrive,2020-06-24,2020-10-27,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 730d xDrive,2019-02-14,2020-06-26,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
비엠더블유코리아(주),BMW 730d xDrive,2020-06-22,2020-10-26,2023-07-07,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다."
